code,term,id,type,bnf_code
21912111000001107,Perindopril tosilate 2.5mg tablets (Teva UK Ltd),21912111000001107,amp,0205051AAAAAAAA
21927111000001101,Perindopril tosilate 2.5mg tablets (A A H Pharmaceuticals Ltd),21927111000001101,amp,0205051AAAAAAAA
29983911000001108,Perindopril tosilate 2.5mg tablets (Sigma Pharmaceuticals Plc),29983911000001108,amp,0205051AAAAAAAA
21912411000001102,Perindopril tosilate 5mg tablets (Teva UK Ltd),21912411000001102,amp,0205051AAAAABAB
21927511000001105,Perindopril tosilate 5mg tablets (A A H Pharmaceuticals Ltd),21927511000001105,amp,0205051AAAAABAB
29984111000001107,Perindopril tosilate 5mg tablets (Sigma Pharmaceuticals Plc),29984111000001107,amp,0205051AAAAABAB
21912711000001108,Perindopril tosilate 10mg tablets (Teva UK Ltd),21912711000001108,amp,0205051AAAAACAC
21927711000001100,Perindopril tosilate 10mg tablets (A A H Pharmaceuticals Ltd),21927711000001100,amp,0205051AAAAACAC
29983711000001106,Perindopril tosilate 10mg tablets (Sigma Pharmaceuticals Plc),29983711000001106,amp,0205051AAAAACAC
21304711000001108,Cilazapril 5mg tablets (Genesis Pharmaceuticals Ltd),21304711000001108,amp,0205051E0AAAEAE
21676211000001105,Cilazapril 5mg tablets (A A H Pharmaceuticals Ltd),21676211000001105,amp,0205051E0AAAEAE
23647711000001108,Cilazapril 5mg tablets (Phoenix Healthcare Distribution Ltd),23647711000001108,amp,0205051E0AAAEAE
23997011000001100,Cilazapril 5mg tablets (Alliance Healthcare (Distribution) Ltd),23997011000001100,amp,0205051E0AAAEAE
29787511000001100,Cilazapril 5mg tablets (Sigma Pharmaceuticals Plc),29787511000001100,amp,0205051E0AAAEAE
30029911000001108,Cilazapril 5mg tablets (DE Pharmaceuticals),30029911000001108,amp,0205051E0AAAEAE
30769211000001105,Cilazapril 5mg tablets (Ennogen Healthcare Ltd),30769211000001105,amp,0205051E0AAAEAE
31356011000001106,Cilazapril 5mg tablets (J M McGill Ltd),31356011000001106,amp,0205051E0AAAEAE
3740211000001108,Vascace 500microgram tablets (Roche Products Ltd),3740211000001108,amp,0205051E0BBABAB
3669711000001105,Vascace 1mg tablets (Roche Products Ltd),3669711000001105,amp,0205051E0BBACAC
3672411000001101,Vascace 2.5mg tablets (Roche Products Ltd),3672411000001101,amp,0205051E0BBADAD
3671311000001104,Vascace 5mg tablets (Roche Products Ltd),3671311000001104,amp,0205051E0BBAEAE
8743811000001101,Captopril 4mg capsules (Special Order),8743811000001101,amp,0205051F0AAA2A2
19311000001107,Captopril 12.5mg tablets (Teva UK Ltd),19311000001107,amp,0205051F0AAADAD
226411000001105,Captopril 12.5mg tablets (A A H Pharmaceuticals Ltd),226411000001105,amp,0205051F0AAADAD
332211000001104,Captopril 12.5mg tablets (Mylan),332211000001104,amp,0205051F0AAADAD
605411000001105,Captopril 12.5mg tablets (Actavis UK Ltd),605411000001105,amp,0205051F0AAADAD
653311000001105,Captopril 12.5mg tablets (Alliance Healthcare (Distribution) Ltd),653311000001105,amp,0205051F0AAADAD
654711000001106,Captopril 12.5mg tablets (Sandoz Ltd),654711000001106,amp,0205051F0AAADAD
665411000001109,Captopril 12.5mg tablets (Kent Pharmaceuticals Ltd),665411000001109,amp,0205051F0AAADAD
762711000001100,Captopril 12.5mg tablets (Sterwin Medicines),762711000001100,amp,0205051F0AAADAD
13741311000001109,Captopril 12.5mg tablets (Tillomed Laboratories Ltd),13741311000001109,amp,0205051F0AAADAD
15987811000001100,Captopril 12.5mg tablets (Bristol Laboratories Ltd),15987811000001100,amp,0205051F0AAADAD
17819311000001108,Captopril 12.5mg tablets (Phoenix Healthcare Distribution Ltd),17819311000001108,amp,0205051F0AAADAD
21814111000001106,Captopril 12.5mg tablets (Waymade Healthcare Plc),21814111000001106,amp,0205051F0AAADAD
22627311000001101,Captopril 12.5mg tablets (DE Pharmaceuticals),22627311000001101,amp,0205051F0AAADAD
23478811000001103,Captopril 12.5mg tablets (Accord Healthcare Ltd),23478811000001103,amp,0205051F0AAADAD
29778211000001107,Captopril 12.5mg tablets (Sigma Pharmaceuticals Plc),29778211000001107,amp,0205051F0AAADAD
260611000001102,Captopril 25mg tablets (Mylan),260611000001102,amp,0205051F0AAAEAE
303411000001102,Captopril 25mg tablets (A A H Pharmaceuticals Ltd),303411000001102,amp,0205051F0AAAEAE
345711000001101,Captopril 25mg tablets (Kent Pharmaceuticals Ltd),345711000001101,amp,0205051F0AAAEAE
424411000001101,Captopril 25mg tablets (Teva UK Ltd),424411000001101,amp,0205051F0AAAEAE
501411000001104,Captopril 25mg tablets (Actavis UK Ltd),501411000001104,amp,0205051F0AAAEAE
614411000001107,Captopril 25mg tablets (Sandoz Ltd),614411000001107,amp,0205051F0AAAEAE
670111000001104,Captopril 25mg tablets (Alliance Healthcare (Distribution) Ltd),670111000001104,amp,0205051F0AAAEAE
762611000001109,Captopril 25mg tablets (Sterwin Medicines),762611000001109,amp,0205051F0AAAEAE
13741611000001104,Captopril 25mg tablets (Tillomed Laboratories Ltd),13741611000001104,amp,0205051F0AAAEAE
15988011000001107,Captopril 25mg tablets (Bristol Laboratories Ltd),15988011000001107,amp,0205051F0AAAEAE
